"id","title","link","pubDate","desc"
"IE11","minor mix up during president pranab mukherjees function","http://indianexpress.com/article/india/minor-mix-up-during-president-pranab-mukherjees-function-4450931/","Thu, 29 Dec 2016 16:52:02 +0000","ihc secretary ishrat alam who was compering the event invited state opposition leader ramesh chennithala for his speech without the customary welcome speech"
"IE12","frustrated congress opposing note ban just for sake of it bjp","http://indianexpress.com/article/india/frustrated-congress-opposing-note-ban-just-for-sake-of-it-bjp/","Thu, 29 Dec 2016 16:49:43 +0000","the country saw numerous scams during the tenure of upa i and upa ii there were mere talks of ending corruption but prime minister narendra modi assumed office with a resolve to check corruption and eradicate black money"
"IE13","sp crisis deepens akhilesh yadav releases parallel list of 235 candidates for up polls","http://indianexpress.com/article/india/sp-cirsis-deepens-akhilesh-yadav-releases-parallel-list-of-235-candidates-for-up-polls/","Thu, 29 Dec 2016 16:42:46 +0000","samajwadi party chief mulayam singh yadav had on wednesday rejected the names proposed by akhilesh and ruled him out as partys chief ministerial candidate"
"IE14","vigilance officers arrests clerk for taking bribe","http://indianexpress.com/article/india/vigilance-officers-arrests-clerk-for-taking-bribe-4450906/","Thu, 29 Dec 2016 16:36:25 +0000","one jeevan kumar had lodged a complaint with the vigilance department that the clerk was demanding a bribe of rs 10 000 for releasing pension amount of complainant s mother the release said"
"IE15","cbi registers case against two postal dept employees","http://indianexpress.com/article/india/cbi-registers-case-against-two-postal-dept-employees-4450898/","Thu, 29 Dec 2016 16:30:12 +0000","cbi has registered a case of criminal conspiracy cheating forgery and prevention of corruption case against them"
"IE16","election commission should build consensus on poll reforms prasad","http://indianexpress.com/article/india/eelection-commission-should-build-consensus-on-poll-reforms-prasad/","Thu, 29 Dec 2016 16:27:48 +0000","the commission has demanded to amend electoral laws to bar anonymous donations above rs 2000 and to have power to de register a political party"
"IE17","big trouble in sp akhilesh tells those denied tickets to get ready","http://indianexpress.com/article/india/samajwadi-party-akhilesh-yadav-mulayam-singh-yadav-shivpal-yadav-sp-up-uttar-pradesh/","Thu, 29 Dec 2016 16:26:10 +0000","akhilesh held a separate meeting with party leaders left out of the list the sp chief named candidates for 325 of the 403 assembly seats after he met his father and uncle shivpal singh yadav"
"IE18","delhi staff gives farewell to najeeb jung","http://indianexpress.com/article/india/delhi-staff-gives-farewell-to-najeeb-jung/","Thu, 29 Dec 2016 16:17:23 +0000","65 year old jung a former ias officer had assumed charge of lt governor of delhi on july 9 2013"
"IE19","government to help more women find nursing jobs nitish","http://indianexpress.com/article/india/government-to-help-more-women-find-nursing-jobs-nitish/","Thu, 29 Dec 2016 16:17:11 +0000","every district would have a gnm general nursing midwifery school besides an anm auxiliary nursing midwifery school in every sub division to impart nursing courses to women the cm said"
"IE20","government cautions indian nationals travelling in germany","http://indianexpress.com/article/india/government-cautions-indian-nationals-travelling-in-germany/","Thu, 29 Dec 2016 16:08:44 +0000","the indian embassy in berlin in its advisory to the nationals also asked them to avoid crowded tourist areas during the holiday season in light of the recent truck rampage at a christmas market in berlin"
"IE21","railways announce 10 per cent rebate in vacant train berths","http://indianexpress.com/article/india/railways-announce-10-per-cent-rebate-in-vacant-train-berths/","Thu, 29 Dec 2016 16:03:20 +0000","the rebate will come into from january 1 2017 for six months"
"IE22","congress to intensify agitation against demonetisation sanjay nirupam","http://indianexpress.com/article/india/congress-to-intensify-agitation-against-demonetisation-sanjay-nirupam-4450878/","Thu, 29 Dec 2016 16:03:17 +0000","sanjay nirupam has demanded that rbi come forth with the latest data with regard to the money deposited in banks post demonetisation"
"IE23","india silent on growing chinese influence in sri lanka mahinda rajapaksa","http://indianexpress.com/article/india/india-silent-on-growing-chinese-influence-in-sri-lanka-mahinda-rajapaksa-4450864/","Thu, 29 Dec 2016 15:52:39 +0000","rajapaksa said india which had backed him in the war against the ltte was influenced by the us to work against him"
"IE24","i t detects rs 4 172 crore undisclosed income seizes new note worth rs 105 crore","http://indianexpress.com/article/india/i-t-detects-rs-4172-crore-undisclosed-income-seizes-new-note-worth-rs-105-crore-4450863/","Thu, 29 Dec 2016 15:50:37 +0000","the total cash seizure out of the total cash and jewellery is rs 458 crore the department said"
"IE25","gujarat govt signs 5 5 billion mou with chinese firm","http://indianexpress.com/article/india/guj-govt-signs-usd-5-5-billion-mou-with-chinese-firm-4450791/","Thu, 29 Dec 2016 15:32:39 +0000","in september 2015 guangdong province of china signed mous worth 590 million when a chinese delegation visited ahmedabad"
"IE26","farmer suicides down 40 in yavatmal claims fadnavis","http://indianexpress.com/article/india/farmer-suicides-down-40-in-yavatmal-claims-fadnavis/","Thu, 29 Dec 2016 15:13:14 +0000","with baliraja chetna abhiyan we are able to reduce number of farmer suicides by almost 40 percent in the district and our efforts will not cease till we ensure that not a single farmer takes the extreme step"
"IE27","congress defends nilkant halarnkar skipping anti corruption bureau summons","http://indianexpress.com/article/india/congress-defends-nilkant-halarnkar-skipping-anti-corruption-bureau-summons-4450820/","Thu, 29 Dec 2016 15:06:14 +0000","the congress on thursday said its leader nilkant halarnkar had refrained from appearing before the anti corruption bureau in connection with an inquiry into an alleged land conversion scam as he feared arrest"
"IE28","demonetisation cpi m led ldf organises human chain protest against move in kerala","http://indianexpress.com/article/india/demonetisation-ldf-organises-human-chain-protest-against-move-in-kerala-cpim4450770/","Thu, 29 Dec 2016 14:59:09 +0000","cpi m state secretary kodeyeri balakrishnan lashed out at the narendra modi led bjp nda government and said success of the protest demonstrated the anger of people towards the policy"
"IE29","una flogging case dalit leaders urge community member to assemble in una on jan 3","http://indianexpress.com/article/india/una-flogging-case-dalit-leaders-urge-community-member-to-assemble-in-una-on-jan-3/","Thu, 29 Dec 2016 14:58:09 +0000","the message further said that community members of the accused had been assembling in big numbers at the una court at every hearing"
"IE30","election commission should build consensus on poll reforms ravi shankar prasad","http://indianexpress.com/article/india/election-commission-should-build-consensus-on-poll-reforms-ravi-shankar-prasad-4450808/","Thu, 29 Dec 2016 14:53:30 +0000","the election commission needs to build a political consensus on the issue of electoral reforms including funding the government said on thursday"
"IE31","train derailments suresh prabhu ask officers to act or relinquish responsibility","http://indianexpress.com/article/india/train-derailments-suresh-prabhu-ask-officers-to-act-or-relinquish-responsibility-4450807/","Thu, 29 Dec 2016 14:51:32 +0000","suresh prabhu told general managers of various zones in the presence of railway board members that if they are not been able to manage they should relinquish the post and be replaced forthwith"
"IE32","ashok chavan seeks judicial probe of cash seizures","http://indianexpress.com/article/india/ashok-chavan-seeks-judicial-probe-of-cash-seizures-4450793/","Thu, 29 Dec 2016 14:40:55 +0000","we don t expect the government to investigate these cases so the judiciary should take suo moto notice of the developments since demonetisation and order a probe said ashok chavan"
"IE33","pm modis interview to india today demonetisation a tough decision to clean economy","http://indianexpress.com/article/india/narendra-modi-interview-india-today-demonetisation-note-ban-black-money-4450608/","Thu, 29 Dec 2016 14:36:10 +0000","in the interview with senior journalist raj chengappa the prime minister talked about the impact of demonetisation on indian economy government s future action plan and how he sees opposition s protest against note ban"
"IE34","ministry of home affairs ready to provide 85 000 paramilitary personnel for poll","http://indianexpress.com/article/india/ministry-of-home-affairs-ready-to-provide-85000-paramilitary-personnel-for-poll/","Thu, 29 Dec 2016 14:35:26 +0000","the union home ministry has conveyed to the election commission that it is ready to provide 85 000 paramilitary personnel for deployment in the upcoming assembly elections in five states including politically crucial uttar pradesh"
"IE35","voting for congress is like voting for majithia arvind kejriwal","http://indianexpress.com/article/india/voting-for-congress-is-like-voting-for-majithia-arvind-kejriwal-4450788/","Thu, 29 Dec 2016 14:34:38 +0000","arvind kejriwal said the party is getting a great response in the state punjab and people of majitha should also join the revolution by defeating majithia"
"IE36","assam court summons arvind kejriwal for his defamatory remarks against pm modi","http://indianexpress.com/article/india/assam-court-summons-arvind-kejriwal-for-his-defamatory-remarks-against-pm-modi-4450773/","Thu, 29 Dec 2016 14:28:06 +0000","diphu sub divisional officer sadar deka barua issued the order on tuesday and asked kejriwal to be present on january 30 2017"
"IE37","congress rattled at prospect of government going after illegal money naidu","http://indianexpress.com/article/india/demonetisation-rahul-gandhi-congress-rattled-at-prospect-of-government-going-after-illegal-money-says-naidu4450753/","Thu, 29 Dec 2016 14:16:09 +0000","claiming that politics of spit and run will not work naidu said that the government will not be distracted by diversionary tactics"
"IE38","president should not give assent to ordinance in haste cpi leader d raja","http://indianexpress.com/article/india/president-should-not-give-assent-to-ordinance-in-haste-cpi-leader-d-raja-4450702/","Thu, 29 Dec 2016 14:10:18 +0000","raja claimed that the very approval of the ordinance by the union cabinet was in itself an admission that the demonetisation move had no backing of any legal authority"
"IE39","minimum rs 10 000 fine for holding old notes no jail term govt","http://indianexpress.com/article/india/minimum-rs-10000-fine-for-holding-old-notes-no-jail-term-govt-4450737/","Thu, 29 Dec 2016 14:02:22 +0000","it provides for making holding of old 1 000 and 500 rupee notes after march 31 a criminal offence that will attract a fine of rs 10 000 or five times the cash held whichever is higher"
"IE40","aiadmk brings chair used by jayalalithaa to party meet","http://indianexpress.com/article/india/aiadmk-brings-chair-used-by-jayalalithaa-to-party-meet-sasikala-chinnamma-general-council-meet4450733/","Thu, 29 Dec 2016 13:59:08 +0000","the wooden chair used by jayalalithaa at her poes garden residence was brought to the meeting venue srivaru venkatachalapathi marriage hall in chennai in a seemingly symbolic move to cherish her memory"
"IE41","miscreants hurl grenade at mos railway rajen gohains house in nagaon","http://indianexpress.com/article/india/miscreants-hurl-grenade-at-mos-railway-rajen-gohains-house-in-nagaon-4450725/","Thu, 29 Dec 2016 13:49:42 +0000","while minister gohain was in new delhi his wife and other family members were also not present in the house when the incident occurred"
"IE42","government aiming at extending pension benefit to 3 lakh more harish rawat","http://indianexpress.com/article/india/government-aiming-at-extending-pension-benefit-to-3-lakh-more-harish-rawat-4450677/","Thu, 29 Dec 2016 13:31:24 +0000","uttarakhand is the second state after tamil nadu where 90 per cent of the population have been extended food security"
"IE43","tamil nadu sasikala will soon commence party work says o panneerselvam","http://indianexpress.com/article/india/tamil-nadu-sasikala-will-soon-commence-party-work-says-o-panneerselvam-4450634/","Thu, 29 Dec 2016 13:30:44 +0000","panneerselvam said sasikala has agreed wholeheartedly to guard and lead the party like amma by following her path"
"IE44","i will give my best says viral acharya","http://indianexpress.com/article/india/i-will-give-my-best-says-viral-acharya-4450664/","Thu, 29 Dec 2016 13:16:25 +0000","viral acharya who has been appointed for a term of three years would take charge on january 20 the reserve bank of india"
"IE45","samajwadi party rift widens akhilesh yadav may announce own list of candidates","http://indianexpress.com/article/india/samajwadi-party-akhilesh-yadav-mulayam-sigh-yadav-shivpal-yadav-uttar-pradesh-sp4450645/","Thu, 29 Dec 2016 13:11:08 +0000","according to sp mla indal singh who met akhilesh on thursday the chief minister will soon announce his list of candidates as mulayam singh yadav has denied ticket to those close to the chief minister"
"IE46","working to address safety issues in train travel suresh prabhu","http://indianexpress.com/article/india/working-to-address-safety-issues-in-train-travel-suresh-prabhu-4450621/","Thu, 29 Dec 2016 13:01:38 +0000","noting that there have been a number of inadequacies in the railway system suresh prabhu said he was working on plans to address safety issues to make train travel safe and comfortable"
"IE47","patriotism should not result in blinkered approach to history pranab mukherjee","http://indianexpress.com/article/india/patriotism-should-not-result-in-blinkered-approach-to-history-pranab-mukherjee-4450615/","Thu, 29 Dec 2016 12:57:49 +0000","kerala chief minister pinarayi vijayan and opposition leader ramesh chennithala alleged that attempts were being made by vested interests to distort history to suit the present government at the centre"
"IE48","more indians sought travel to domestic destinations in 2016 study","http://indianexpress.com/article/india/more-indian-sought-travel-to-domestic-destinations-in-2016-study-4450602/","Thu, 29 Dec 2016 12:42:18 +0000","the year 2016 saw a huge rise in indians planning travel on the go to showing increased preference to travel domestically says a study"
"IE49","common code part of govts political agenda opposition tells law panel","http://indianexpress.com/article/india/common-code-part-of-govts-political-agenda-opposition-tells-law-panel-4450558/","Thu, 29 Dec 2016 12:41:59 +0000","the bsp which was perhaps the first party to respond to the law panel has slammed pm modi for allegedly imposing the agenda of the rss on the people"
"IE50","bjp warns congress of legal action for its baseless allegations against pm modi amit shah","http://indianexpress.com/article/india/bjp-warns-congress-of-legal-action-for-its-baseless-allegations-against-pm-modi-amit-shah-4450533/","Thu, 29 Dec 2016 12:31:07 +0000","i want to ask congress chief sonia gandhi if the childish behaviour of her son and more childish conduct of its spokespersons is being done at her behest ravi shankar prasad asked"
"IE51","demonetisation 60 lakh depositors put rs 7 lakh crore in banks since november 8","http://indianexpress.com/article/india/demonetisation-60-lakh-depositors-put-rs-7-lakh-crore-in-banks-since-november-8/","Thu, 29 Dec 2016 12:20:51 +0000","top officials said while the government will not hound any genuine depositor it will not hesitate to litigate at any forum to catch any black money holder trying to convert illegal wealth into white"
"IE52","note ban goa stares at a dull tourist season this year end","http://indianexpress.com/article/india/note-ban-goa-stares-at-a-dull-tourist-season-this-year-end-4450475/","Thu, 29 Dec 2016 12:07:55 +0000","state tourism minister dilip parulekar however ruled out the worries stating that this new year season will have tourists flooding the beaches"
"IE53","punjab polls a fight between developmental divisive forces parkash singh badal","http://indianexpress.com/article/india/punjab-polls-a-fight-between-developmental-divisive-forces-parkash-singh-badal-4450508/","Thu, 29 Dec 2016 11:53:55 +0000","hitting out at congress parkash singh badal alleged that congress has irrelevantly meddled in the social political economic and even religious affairs of punjab"
"IE54","indian railways roundtable to take place in january to improve functioning","http://indianexpress.com/article/india/indian-railways-roundtable-to-take-place-in-january-to-improve-functioning-4450529/","Thu, 29 Dec 2016 11:53:38 +0000","after the three day brainstorming session at rail vikash shivir here railways is slated to hold a roundtable early next month with stakeholders from various fields for discussion on latest technology infusion in its production units and to ensure cyber security among others"
"IE55","want to amicably resolve all issues with india pakistan","http://indianexpress.com/article/india/want-to-amicably-resolve-all-issues-with-india-pakistan-4450498/","Thu, 29 Dec 2016 11:53:25 +0000","we want to amicably resolve all outstanding issues including kashmir with india said zakaria"
"IE56","manmohan singh to release punjab congress election manifesto","http://indianexpress.com/article/india/manmohan-singh-to-release-punjab-congress-election-manifesto-4450528/","Thu, 29 Dec 2016 11:51:31 +0000","asha kumari of punjab congress said it had been decided by the party to take manmohan singhs views on the manifesto draft before releasing it in view of his expertise on economic issues"
"IE57","feud in samajwadi party appears to be worsening akhilesh yadav meets supporters","http://indianexpress.com/article/india/feud-in-samajwadi-party-appears-to-be-worsening-akhilesh-yadav-meets-supporters-4450486/","Thu, 29 Dec 2016 11:41:30 +0000","akhilesh yadav was clearly upset over being apparently kept out of the process to select candidates for the upcoming assembly polls met his supporters in lucknow said party sources"
"IE58","love across the border lands mumbai youth in pak jail parents knock pmo door","http://indianexpress.com/article/india/love-across-the-border-lands-mumbai-youth-in-pak-jail-parents-knock-pmo-door-4450471/","Thu, 29 Dec 2016 11:29:32 +0000","hamid 31 had entered pakistan to reportedly to meet a girl he had befriended online who was being forcibly married off to someone by her family said fauzia a lecturer with a mumbai college"
"IE59","aap in 2016 arvind kejriwal goes national as delhi proves hard to govern","http://indianexpress.com/article/india/aap-in-2016-arvind-kejriwal-goes-national-as-delhi-proves-hard-to-govern-4450418/","Thu, 29 Dec 2016 11:06:11 +0000","in 2016 you could hate kejriwal but not ignore him in 2017 more than the aap brand kejriwal is up for a vote"
"IE60","demonetisation pm modi should apologise to nation after end of 50 day period says congress","http://indianexpress.com/article/india/demonetisation-pm-modi-should-apologise-to-nation-after-end-of-50-day-period-says-randeep-surjewala-4450396/","Thu, 29 Dec 2016 10:26:05 +0000","surjewala claimed that note ban has led to 115 deaths in last 50 days rbi has changed its rules 126 times and it will take eight months to print the equivalent currency notes"
"IE61","bjp refutes cong allegations says pm or amit shah have no links with realtor mahesh shah","http://indianexpress.com/article/india/bjp-pm-narendra-modi-amit-shah-mahesh-shah-congress-rahul-gandhi-demonetisation-4450358/","Thu, 29 Dec 2016 10:06:19 +0000","would like to make it clear that pm or amit shah ji have no connection whatsoever with businessman mahesh shah said prasad"
"IE62","up polls upset akhilesh speaks to mulayam over missing names in candidates list","http://indianexpress.com/article/india/up-polls-upset-akhilesh-speaks-to-mulayam-over-missing-names-in-candidates-list/","Thu, 29 Dec 2016 10:04:51 +0000","akhilesh met his supporters at his residence and later spoke to his father and party patriarch mulayam singh to convey his displeasure over the list of candidates from which names of his close confidants were missing"
"IE63","congress to launch nationwide protest over note ban modi graft charges from jan 6","http://indianexpress.com/article/india/congress-to-launch-nationwide-protest-over-note-ban-modi-graft-charges-from-jan-6-4450378/","Thu, 29 Dec 2016 09:56:28 +0000","rahul gandhi has accused prime minister narendra modi of taking rs 65 crore in kickbacks from sahara and birla as the chief minister of gujarat"
"IE64","sushma promises kin help in getting youths body from new zealand","http://indianexpress.com/article/india/sushma-promises-kin-help-in-getting-youths-body-from-new-zealand/","Thu, 29 Dec 2016 09:46:16 +0000","the family had contacted the indian high commission in new zealand as well as tweeted to the external affairs minister pleading for the government help"
"IE65","key facts about sasikala the chinnamma of tamil nadu","http://indianexpress.com/article/india/key-facts-about-sasikala-the-chinaamma-of-tamil-nadu-4450349/","Thu, 29 Dec 2016 09:35:13 +0000","sasikalas rise to fame in tamil nadu politics owes less to her leadership qualities and more to the enigmatic and yet firm relationship she shared with the late chief minister"
"IE66","pak pm nawaz sharif writes to sushma swaraj wishes her speedy recovery","http://indianexpress.com/article/india/pakistan-pm-sharif-wished-speedy-recovery-to-sushma-swaraj-report-4450340/","Thu, 29 Dec 2016 09:32:49 +0000","swaraj underwent a successful kidney transplant on december 10 at delhi s aiims with the organ being harvested from a living unrelated donor"
"IE67","fir against maharashtra bjp chief over controversial laxmi remark","http://indianexpress.com/article/india/fir-against-maharashtra-bjp-chief-over-controversial-laxmi-remark/","Thu, 29 Dec 2016 09:30:21 +0000","danve was seen in a video clip telling voters in paithan to accept laxmi if it came their way before the elections"
"IE68","solar power green corridor blip on energy radar for 2017","http://indianexpress.com/article/india/solar-power-green-corridor-blip-on-energy-radar-for-2017-4450281/","Thu, 29 Dec 2016 09:01:38 +0000","the government is set to switch gears in 2017 to make india a hub for one of the largest installations of clean energy sources by 2022"
"IE69","china hopes for better ties with india in 2017","http://indianexpress.com/article/india/china-hopes-for-better-ties-with-india-in-2017-4450229/","Thu, 29 Dec 2016 08:58:13 +0000","this year has seen a steady development of china india relations with the two countries marching towards the goal of building a more closely knit partnership for development said chinese foreign ministry spokesperson"
"IE70","probe into suspicious transaction in jan dhan accounts","http://indianexpress.com/article/india/probe-into-suspicious-transaction-in-jan-dhan-accounts-4450312/","Thu, 29 Dec 2016 08:49:37 +0000","the account holders of gopinathpur branch of a bank claim that they have not operated their accounts even once after the accounts were opened last year"
"IE71","lodha money laundering case ed recovers diamonds rubies from bank locker","http://indianexpress.com/article/india/lodha-money-laundering-case-ed-recovers-diamonds-rubies-from-bank-locker-4450283/","Thu, 29 Dec 2016 08:41:52 +0000","it had said lodha admitted that post demonetisation he and his associates had converted old currency of at least rs 25 crore into new currency notes"
"IE72","minimum temperature stays below freezing point in valley","http://indianexpress.com/article/india/minimum-temperature-stays-below-freezing-point-in-kashmir-valley-4450200/","Thu, 29 Dec 2016 08:31:56 +0000","the north kashmir town of kupwara recorded at low of minus 3 5 degrees celsius even though the night temperature improved by over one degree he said"
"IE73","congress hopes new delhi lt governor anil baijal will release shunglu report","http://indianexpress.com/article/india/congress-hopes-new-delhi-lt-governor-anil-baijal-will-release-shunglu-report-4450224/","Thu, 29 Dec 2016 08:28:41 +0000","the shunglu committee investigated the alleged irregularities committed by the arvind kejriwal led aam aadmi party aap government of delhi"
"IE74","asaduddin owaisi four others acquitted in 2005 muthangi masjid demolition case","http://indianexpress.com/article/india/asaduddin-owaisi-four-others-acquitted-in-2005-muthangi-masjid-demolition-case-4450179/","Thu, 29 Dec 2016 08:02:55 +0000","after the verdict was announced asaduddin owaisi took to twitter questioning congress reaction after this pronouncement"
"IE75","simi encounter killings haunted shivraj singh chouhan in 2016","http://indianexpress.com/article/india/simi-encounter-killings-haunted-shivraj-singh-chouhan-in-2016-4450151/","Thu, 29 Dec 2016 07:59:00 +0000","the congress has been alleging that the electronic evidence in the scam were tampered with by the state police to save chouhan and his family"
"IE76","lakshadweep to soon go cashless administrator farooq khan","http://indianexpress.com/article/india/lakshadweep-to-soon-go-cashless-administrator-farooq-khan/","Thu, 29 Dec 2016 07:53:34 +0000","on the impact of demonetisation he said the move had caused no difficulties to the islands and had not triggered any panic among the locals"
"IE77","sasikala breaks down as she accepts aiadmk resolution to be general secretary","http://indianexpress.com/article/india/sasikala-breaks-down-as-she-accepts-aiadmk-resolution-to-be-general-secretary-4450098/","Thu, 29 Dec 2016 07:52:15 +0000","posters also sprung up all over chennai hailing the party decision and congratulating sasikala on being nominated the general secretary of aiadmk"
"IE78","demonetisation biggest scam in indias political history congress leader randeep surjewala","http://indianexpress.com/article/india/demonetisation-biggest-scam-in-indias-political-history-congress-leader-randeep-surjewala-4450041/","Thu, 29 Dec 2016 07:40:35 +0000","demonetisation is the biggest scam in india s political history said surjewala"
"IE79","kerala state bjp president launches 24 hour fast","http://indianexpress.com/article/india/kerala-state-bjp-president-launches-24-hour-fast-4450143/","Thu, 29 Dec 2016 07:39:31 +0000","bjp national spokesman and former chairman of national commission for sc st bizay sonkar shastri inaugurated the fast"
"IE80","bombay hc rejects furlough plea of 1993 blasts convict rubina memon","http://indianexpress.com/article/india/bombay-hc-rejects-furlough-plea-of-1993-blasts-convict-rubina-memon/","Thu, 29 Dec 2016 07:09:22 +0000","rubina is also sister in law of tiger memon believed to be living in pakistan and one of the prime conspirators of the serial blasts that had rocked the city in march 1993"
"IE81","2016 saw disability bill getting parliament nod","http://indianexpress.com/article/india/2016-saw-disability-bill-getting-parliament-nod-4450021/","Thu, 29 Dec 2016 06:45:44 +0000","the ministry is yet to release arrears to the tune of rs 6 500 crore for the fiscal 2014 15 and 2015 16 as on date to the states and has written to the finance ministry in this regard"
"IE82","madras high court raises doubts over jayalalithaas death says may order exhumation of body","http://indianexpress.com/article/india/jayalalithaa-death-madras-high-court-justice-vaidyalingam-expresses-doubts-4450043/","Thu, 29 Dec 2016 06:38:45 +0000","justice vaidyalingam was hearing a petition demanding an inquiry into the former chief minister jayalalithaa s death"
"IE83","vision ahead rights watchdog hopes to earn more teeth","http://indianexpress.com/article/india/vision-ahead-national-human-rights-commission-watchdog-hopes-to-earn-more-teeth-4449988/","Thu, 29 Dec 2016 06:10:20 +0000","chairperson of the rights panel justice h l dattu has pitched for vesting nhrc with more power and as it clocks another year the commission would be looking forward to move in that direction"
"IE84","pm modi likely to address nation on new year eve","http://indianexpress.com/article/india/pm-modi-to-address-nation-on-new-year-eve/","Thu, 29 Dec 2016 06:00:06 +0000","pm modi is likely to address the nation on december 31 a day after his 50 day deadline for the completion of the demonetisation process draws to a close"
"IE85","arvind kejriwal amarinder singh clash on twitter again","http://indianexpress.com/article/india/kejriwal-amarinder-singh-clash-on-twitter-again-4449879/","Thu, 29 Dec 2016 05:43:49 +0000","the polls that will take place early next year in punjab is widely assumed to be a three pronged fight between the congress aap and ruling sad bjp combine"
"IE86","year ender 2016 mixed year for armed forces","http://indianexpress.com/article/india/year-ender-2016-mixed-year-for-armed-forces-4449938/","Thu, 29 Dec 2016 05:14:59 +0000","a lot many deals pending for years were cleared by the defence ministry besides giving nod to many other proposals"
"IE87","hyderabad businessman held over rs 98 crore black money deposits in banks","http://indianexpress.com/article/india/hyderabad-businessman-held-over-rs-98-crore-black-money-deposits-in-banks-4449928/","Thu, 29 Dec 2016 05:01:22 +0000","central crime station a wing of hyderabad police arrested gupta for his alleged involvement in cheating and manipulation of records for illegal gain post demonetisation"
"IE88","sasikala appointed aiadmk general secretary now she has to get elected","http://indianexpress.com/article/india/sasikala-aiadmk-general-council-meeting-general-secretary-post-election-4449891/","Thu, 29 Dec 2016 04:42:22 +0000","sasikala is likely to assume the role of general secretary or create a new position for her within the party by leaving the secretary post vacant"
"IE89","jd u welcomes ordinance passed by centre to penalise people holding old notes","http://indianexpress.com/article/india/jd-u-welcomes-ordinance-passed-by-centre-to-penalise-people-holding-old-notes-4449860/","Thu, 29 Dec 2016 04:31:13 +0000","furnishing wrong information while depositing the old currency between january 1 and march 31 will attract a fine of 5 000 rupees or five times the amount"
"IE90","aiadmk expected to elect general secretary today","http://indianexpress.com/article/india/aiadmk-expected-to-elect-general-secretary-today-4449829/","Thu, 29 Dec 2016 03:47:30 +0000","on wednesday clashes broke out between aiadmk workers and supporters of rajya sabha member sasikala pushpa outside the ruling party s office in chennai"
"IE91","ordinance to penalise persons with old notes will prevent hoarding of scrapped currency bjp","http://indianexpress.com/article/india/ordinance-to-penalise-persons-with-old-notes-will-prevent-hoarding-of-scrapped-currency-bjp-4449823/","Thu, 29 Dec 2016 03:39:56 +0000","bjp leader s prakash said being an opposition party raising issues is their duty and they are doing it every day despite not receiving any public support for their issues"
